CNPJ,cd_Ugestora,CNPJ BÁSICO_x,CNPJ BÁSICO_y,CNPJ ORDEM,CNPJ DV,IDENTIFICADOR MATRIZ/FILIAL,NOME FANTASIA,SITUAÇÃO CADASTRAL,DATA SITUAÇÃO CADASTRAL,MOTIVO SITUAÇÃO CADASTRAL,NOME DA CIDADE NO EXTERIOR,PAÍS,DATA DE INÍCIO ATIVIDADE,CNAE FISCAL PRINCIPAL,CNAE FISCAL SECUNDÁRIA,TIPO DE LOGRADOURO,LOGRADOURO,NÚMERO,COMPLEMENTO,BAIRRO,CEP,UF,MUNICÍPIO,DDD 1,TELEFONE 1,DDD 2,TELEFONE 2,DDD DO FAX,FAX,CORREIO ELETRÔNICO,SITUAÇÃO ESPECIAL,DATA DA SITUAÇÃO ESPECIAL,Código,Cidade
40981516001231,101015,40981516,40981516,0012,31,2.0,EMPASA,2.0,20230427.0,0.0,,,19921101.0,161099.0,"0161001,0161003",RUA,PADRE INACIO DE ALMEIDA,SN,,CENTRO,58200000.0,PB,2027.0,,,,,,,,,,2027.0,GUARABIRA
40981516001312,101015,40981516,40981516,0013,12,2.0,EMPASA,2.0,20230427.0,0.0,,,19921101.0,161099.0,"0161001,0161003",RUA,MANOEL DA SILVA,327,,CENTRO,58397000.0,PB,1921.0,,,,,,,,,,1921.0,AREIA
40981516001401,101015,40981516,40981516,0014,01,2.0,EMPASA,2.0,20230427.0,0.0,,,19921101.0,161099.0,"0161001,0161003",AVENIDA,ANTONIO CARNEIRO,29,,CENTRO,58233000.0,PB,1919.0,,,,,,,,,,1919.0,ARARUNA
40981516001584,101015,40981516,40981516,0015,84,2.0,EMPASA,2.0,20230427.0,0.0,,,19921101.0,161099.0,"0161001,0161003",RUA,DR FRANCISCO MONTEIRO,14,,CENTRO,58388000.0,PB,1905.0,,,,,,,,,,1905.0,ALAGOA GRANDE
40981516001665,101015,40981516,40981516,0016,65,2.0,EMPASA,2.0,20230427.0,0.0,,,19921101.0,161099.0,"0161001,0161003",RUA,QUEBRA QUILOS,177,,CENTRO,58100380.0,PB,1981.0,,,,,,,,,,1981.0,CAMPINA GRANDE
40981516001746,101015,40981516,40981516,0017,46,2.0,EMPASA,2.0,20230427.0,0.0,,,19921201.0,161099.0,"0161001,0161003",RUA,15 DE NOVEMBRO,SN,,CENTRO,58680000.0,PB,2231.0,,,,,,,,,,2231.0,TAPEROA
40981516001827,101015,40981516,40981516,0018,27,2.0,EMPASA,2.0,20230427.0,0.0,,,19921201.0,161099.0,"0161001,0161003",RUA,FLORIANO PEIXOTO,240,,CENTRO,58175000.0,PB,2003.0,,,,,,,,,,2003.0,CUITE
40981516001908,101015,40981516,40981516,0019,08,2.0,EMPASA,2.0,20230427.0,0.0,,,19921101.0,161099.0,"0161001,0161003",RUA,MANOEL RODRIGUES,SN,,CENTRO,58135000.0,PB,2021.0,,,,,,,,,,2021.0,ESPERANCA
40981516002041,101015,40981516,40981516,0020,41,2.0,EMPASA,2.0,20230427.0,0.0,,,19921101.0,161099.0,"0161001,0161003",RUA,LEOPOLDINOJ DA SILVA,88,,CENTRO,58500000.0,PB,2095.0,,,,,,,,,,2095.0,MONTEIRO
40981516002122,101015,40981516,40981516,0021,22,2.0,EMPASA,2.0,20230427.0,0.0,,,19921201.0,161099.0,"0161001,0161003",RUA,MARCIANO DE OLIVEIRA,81,,CENTRO,58540000.0,PB,2227.0,,,,,,,,,,2227.0,SUME
40981516002203,101015,40981516,40981516,0022,03,2.0,EMPASA,2.0,20230427.0,0.0,,,19921101.0,161099.0,"0161001,0161003",RUA,GETULIO VARGAS,125,,CENTRO,58780000.0,PB,2041.0,,,,,,,,,,2041.0,ITAPORANGA
40981516002394,101015,40981516,40981516,0023,94,2.0,EMPASA,2.0,20230427.0,0.0,,,19921101.0,161099.0,"0161001,0161003",RUA,JOAO DA MATA,90,,CENTRO,58700080.0,PB,2117.0,,,,,,,,,,2117.0,PATOS
40981516002475,101015,40981516,40981516,0024,75,2.0,EMPASA,2.0,20230427.0,0.0,,,19921101.0,161099.0,"0161001,0161003",RUA,EPIFANIO SOBREIRA,SN,,CENTRO,58900000.0,PB,1975.0,,,,,,,,,,1975.0,CAJAZEIRAS
40981516002556,101015,40981516,40981516,0025,56,2.0,EMPASA,2.0,20230427.0,0.0,,,19921201.0,161099.0,"0161001,0161003",RUA,FIRMINO ALVES,72,,CENTRO,58765000.0,PB,2127.0,,,,,,,,,,2127.0,PIANCO
40981516002637,101015,40981516,40981516,0026,37,2.0,EMPASA,2.0,20230427.0,0.0,,,19921101.0,161099.0,"0161001,0161003",RUA,CORONEL MARCELINO,210,,CENTRO,58755000.0,PB,2147.0,,,,,,,,,,2147.0,PRINCESA ISABEL
40981516002718,101015,40981516,40981516,0027,18,2.0,EMPASA,2.0,20230427.0,0.0,,,19921101.0,161099.0,"0161001,0161003",RUA,TENENTE JOSE LIRA,SN,,CENTRO,58753000.0,PB,2233.0,,,,,,,,,,2233.0,TAVARES
40981516002807,101015,40981516,40981516,0028,07,2.0,EMPASA,2.0,20230427.0,0.0,,,19921101.0,161099.0,"0161001,0161003",RUA,JACO BORANTY,340,,CENTRO,58910000.0,PB,1913.0,,,,,,,,,,1913.0,SAO JOAO DO RIO DO PEIXE
40981516002980,101015,40981516,40981516,0029,80,2.0,EMPASA,2.0,20230427.0,0.0,,,19921101.0,161099.0,"0161001,0161003",RUA,FRANCISCO MAIA,140,,CENTRO,58884000.0,PB,1987.0,,,,,,,,,,1987.0,CATOLE DO ROCHA
40981516003013,101015,40981516,40981516,0030,13,2.0,EMPASA,2.0,20230427.0,0.0,,,19921101.0,161099.0,"0161001,0161003",RUA,CEL FRANCISCO ASSIS,37,,CENTRO,58840000.0,PB,2143.0,,,,,,,,,,2143.0,POMBAL
40981516003102,101015,40981516,40981516,0031,02,2.0,EMPASA,2.0,20230427.0,0.0,,,19921101.0,161099.0,"0161001,0161003",RUA,LUIZ PEREIRA DA SILVA,18,,CENTRO,58800040.0,PB,2225.0,,,,,,,,,,2225.0,SOUSA
40981516003285,101015,40981516,40981516,0032,85,2.0,EMPASA,2.0,20230427.0,0.0,,,19921101.0,161099.0,"0161001,0161003",AVENIDA,DOIS DE FEVEREIRO,1157,,CRISTO,58070000.0,PB,2051.0,,,,,,,,,,2051.0,JOAO PESSOA
40981516003366,101015,40981516,40981516,0033,66,2.0,EMPASA,2.0,20230427.0,0.0,,,19921101.0,161099.0,"0161001,0161003",AVENIDA,CRUZ DAS ARMAS,702,,CRUZ DAS ARMAS,58085000.0,PB,2051.0,,,,,,,,,,2051.0,JOAO PESSOA
40981516003447,101015,40981516,40981516,0034,47,2.0,EMPASA,2.0,20230427.0,0.0,,,19921101.0,161099.0,"0161001,0161003",RUA,JOSEFA TAVEIRA,SN,,MANGABEIRA II,58055000.0,PB,2051.0,,,,,,,,,,2051.0,JOAO PESSOA
40981516003528,101015,40981516,40981516,0035,28,2.0,CEST AO POPULAR,2.0,20230427.0,0.0,,,19930801.0,161099.0,"0161001,0161003",RUA,JOSE GENUINO,30,,CENTRO,58701630.0,PB,2117.0,,,,,,,,,,2117.0,PATOS
41067724000130,10001,41067724,41067724,0001,30,1.0,,2.0,20190429.0,0.0,,,20190429.0,8411600.0,,PRACA,3 DE MAIO,00,,CENTRO,58397000.0,PB,1921.0,83.0,33622288.0,,,,,PREFEITURADEAREIA@AREIA.PB.GOB.BR,,,1921.0,AREIA
41080849000108,10001,41080849,41080849,0001,08,1.0,,2.0,20190429.0,0.0,,,20190429.0,8411600.0,,PRACA,3 DE MAIO,00,,CENTRO,58397000.0,PB,1921.0,83.0,33622288.0,,,,,PREFEITURADEAREIA@AREIA.PB.GOV.BR,,,1921.0,AREIA
41094792000198,20001,41094792,41094792,0001,98,1.0,FUN. MUNICIPAL DA CRIANCA E DO ADOLESCENTE BOA VISTA PB,2.0,20201006.0,0.0,,,20201006.0,8430200.0,,10A RUA,ESPLANADA BOM JESUS,SN,,CENTRO,58123000.0,PB,458.0,83.0,33131100.0,,,,,PM.BOAVISTA@GMAIL.COM,,,458.0,BOA VISTA
41134719000100,101015,41134719,41134719,0001,00,1.0,FAPESQ,2.0,20050604.0,0.0,,,19920706.0,7210000.0,7220700,RUA,EMILIANO ROSENDO SILVA,SN,,BODOCONGO,58429690.0,PB,1981.0,,,,,,,,,,1981.0,CAMPINA GRANDE
41134719000100,221001,41134719,41134719,0001,00,1.0,FAPESQ,2.0,20050604.0,0.0,,,19920706.0,7210000.0,7220700,RUA,EMILIANO ROSENDO SILVA,SN,,BODOCONGO,58429690.0,PB,1981.0,,,,,,,,,,1981.0,CAMPINA GRANDE
41134750000133,10001,41134750,41134750,0001,33,1.0,CASA DE FRANCISCO SEBASTIAO PEREIRA,2.0,19980728.0,0.0,,,19930201.0,8411600.0,,RUA,SAO JOSE,666,,CENTRO,58140000.0,PB,1923.0,,,,,,,,,,1923.0,AREIAL
41134750000133,101016,41134750,41134750,0001,33,1.0,CASA DE FRANCISCO SEBASTIAO PEREIRA,2.0,19980728.0,0.0,,,19930201.0,8411600.0,,RUA,SAO JOSE,666,,CENTRO,58140000.0,PB,1923.0,,,,,,,,,,1923.0,AREIAL
41134776000181,101080,41134776,41134776,0001,81,1.0,CASA JOSE AVELINO DANTAS,2.0,19980728.0,0.0,,,19930901.0,9492800.0,,RUA,PROF LUIZ PINHEIRO,313,,CENTRO,58195000.0,PB,2025.0,83.0,3722228,,,,,,,,2025.0,FREI MARTINHO
41134776000181,70001,41134776,41134776,0001,81,1.0,CASA JOSE AVELINO DANTAS,2.0,19980728.0,0.0,,,19930901.0,9492800.0,,RUA,PROF LUIZ PINHEIRO,313,,CENTRO,58195000.0,PB,2025.0,83.0,3722228,,,,,,,,2025.0,FREI MARTINHO
41134826000120,301050,41134826,41134826,0001,20,1.0,,2.0,19990227.0,0.0,,,19930301.0,8430200.0,,RUA,MARIA VIEIRA CESAR,135,,SANTO ANTONIO,58103260.0,PB,1981.0,83.0,3414212,,,83.0,3414212,,,,1981.0,CAMPINA GRANDE
41134826000120,50001,41134826,41134826,0001,20,1.0,,2.0,19990227.0,0.0,,,19930301.0,8430200.0,,RUA,MARIA VIEIRA CESAR,135,,SANTO ANTONIO,58103260.0,PB,1981.0,83.0,3414212,,,83.0,3414212,,,,1981.0,CAMPINA GRANDE
41136532000138,101015,41136532,41136532,0001,38,1.0,,8.0,20081231.0,71.0,,,19930401.0,4120400.0,4299501,RUA,VIGOLVINO WANDERLEY,80,,CENTRO,58102368.0,PB,1981.0,,,,,,,,,,1981.0,CAMPINA GRANDE
41137753000120,301103,41137753,41137753,0001,20,1.0,IPSSMLS,2.0,19980728.0,0.0,,,19930101.0,8430200.0,,RUA,JOSE CAETANO DE ANDRADE,SN,,CENTRO,58117000.0,PB,2067.0,,,,,,,,,,2067.0,LAGOA SECA
41137753000120,90001,41137753,41137753,0001,20,1.0,IPSSMLS,2.0,19980728.0,0.0,,,19930101.0,8430200.0,,RUA,JOSE CAETANO DE ANDRADE,SN,,CENTRO,58117000.0,PB,2067.0,,,,,,,,,,2067.0,LAGOA SECA
41206199000196,20001,41206199,41206199,0001,96,1.0,FUNDO MUNICIPAL DA CRIANCA E DO ADOLESCENTE BORBOREMA,2.0,20061130.0,0.0,,,20061130.0,8800600.0,,AVENIDA,GOV PEDRO MORENO GONDIM,SN,,CENTRO,58394000.0,PB,1955.0,83.0,33601010.0,,,,,CRAS.BORBOREMAPB@GMAIL.COM,,,1955.0,BORBOREMA
41210139000147,101138,41210139,41210139,0001,47,1.0,CASA EGIDIO GOMES BARRETO,2.0,19980728.0,0.0,,,19930801.0,8411600.0,,RUA,GENERINA C VASCONCELOS,SN,,CENTRO,58180000.0,PB,2123.0,,,,,,,,,,2123.0,PEDRA LAVRADA
41210139000147,90003,41210139,41210139,0001,47,1.0,CASA EGIDIO GOMES BARRETO,2.0,19980728.0,0.0,,,19930801.0,8411600.0,,RUA,GENERINA C VASCONCELOS,SN,,CENTRO,58180000.0,PB,2123.0,,,,,,,,,,2123.0,PEDRA LAVRADA
41210170000188,100001,41210170,41210170,0001,88,1.0,IPSM,2.0,19980728.0,0.0,,,19930801.0,8430200.0,,RUA,JOSE RODRIGUES COURA,45,,CENTRO,58119000.0,PB,2203.0,,,,,,,,,,2203.0,SAO SEBASTIAO DE LAGOA DE ROCA
41210170000188,301197,41210170,41210170,0001,88,1.0,IPSM,2.0,19980728.0,0.0,,,19930801.0,8430200.0,,RUA,JOSE RODRIGUES COURA,45,,CENTRO,58119000.0,PB,2203.0,,,,,,,,,,2203.0,SAO SEBASTIAO DE LAGOA DE ROCA
41216755000105,301040,41216755,41216755,0001,05,1.0,IPSEMC,2.0,20041016.0,0.0,,,19941101.0,8430200.0,,RUA,VEREADOR BENEDITO RIBEIRO DE ARAUJO,648,,FORMOSA,58101132.0,PB,1965.0,83.0,32281434,83.0,32284799.0,83.0,32284799.0,IPSEMC@IPSEMC.PB.GOV.BR,,,1965.0,CABEDELO
41216755000105,50001,41216755,41216755,0001,05,1.0,IPSEMC,2.0,20041016.0,0.0,,,19941101.0,8430200.0,,RUA,VEREADOR BENEDITO RIBEIRO DE ARAUJO,648,,FORMOSA,58101132.0,PB,1965.0,83.0,32281434,83.0,32284799.0,83.0,32284799.0,IPSEMC@IPSEMC.PB.GOV.BR,,,1965.0,CABEDELO
41217035000164,301061,41217035,41217035,0001,64,1.0,PREVIDENCIA - CONDEPREV,2.0,19980728.0,0.0,,,19930701.0,8430200.0,,RODOVIA,RODOVIA PB 18,KM 35,,CENTRO,58322000.0,PB,1993.0,,,,,,,,,,1993.0,CONDE
41217035000164,60001,41217035,41217035,0001,64,1.0,PREVIDENCIA - CONDEPREV,2.0,19980728.0,0.0,,,19930701.0,8430200.0,,RODOVIA,RODOVIA PB 18,KM 35,,CENTRO,58322000.0,PB,1993.0,,,,,,,,,,1993.0,CONDE
41226895000164,101015,41226895,41226895,0001,64,1.0,SECRETARIA DE ARTICULACAO,8.0,19951220.0,1.0,,,19931001.0,8411600.0,,RUA,RODRIGUES DE AQUINO,267,ED ASPLAN 3 ANDAR,CENTRO,58013030.0,PB,2051.0,,,,,,,,,,2051.0,JOAO PESSOA
41410324000185,100001,41410324,41410324,0001,85,1.0,,2.0,20171221.0,0.0,,,20171221.0,8424800.0,,RUA,JOSE FRANCISCO DE ARAUJO,62,,CENTRO,58155000.0,PB,2223.0,83.0,33831459.0,,,,,CONTAPPB@HOTMAIL.COM,,,2223.0,SOLEDADE
41545376000169,100001,41545376,41545376,0001,69,1.0,FUNCO MUNICIPAL DA CRIANCA E DO ADOLESCENTE,2.0,20150408.0,0.0,,,20150408.0,8411600.0,,RUA,RUA LUIZ XAVIER,125,,CENTRO,58625000.0,PB,2199.0,83.0,88605964.0,,,,,SOCIAL@SAOMAMEDE.PB.GOV.BR,,,2199.0,SAO MAMEDE
41649644000192,90004,41649644,41649644,0001,92,1.0,FMDCA,2.0,20150523.0,0.0,,,20150523.0,8411600.0,,AVENIDA,ANANIANO RAMOS GALVAO,SN,TERREOPREFEITURA MUNICIPAL,CENTRO,58550000.0,PB,2145.0,83.0,33901110,,,,,PROMOCAOSOCIALPRATA@GMAIL.COM,,,2145.0,PRATA
41684215000156,80001,41684215,41684215,0001,56,1.0,FUMTUR FUNDO MUNICIPAL DE TURISMO,2.0,20090620.0,0.0,,,20090620.0,8411600.0,,RUA,DEPUTADO ODON BEZERRA,367,,TAMBIA,58020500.0,PB,2051.0,83.0,32143003.0,83.0,32189850.0,83.0,32143003.0,FUMTUR.SETURJP@GMAIL.COM,,,2051.0,JOAO PESSOA
41798044000196,90004,41798044,41798044,0001,96,1.0,FUNDO MUNICIPAL DOS DIREITOS DO IDOSO,2.0,20201231.0,0.0,,,20201231.0,8411600.0,0112199,RUA,AVENIDA SEVERINO BEZERRA CABRAL - BR 104,270,,CENTRO,58475000.0,PB,2151.0,83.0,86548219.0,83.0,33922276.0,,,ALZE.ASSESSORIA@GMAIL.COM,,,2151.0,QUEIMADAS
41803943000130,80001,41803943,41803943,0001,30,1.0,SEMUSB,2.0,20130125.0,0.0,,,20130125.0,8424800.0,,AVENIDA,ALMIRANTE BARROSO,668,,CENTRO,58013120.0,PB,2051.0,83.0,32147992.0,,,,,,,,2051.0,JOAO PESSOA
41827975000175,60001,41827975,41827975,0001,75,1.0,FMDCA,2.0,20190408.0,0.0,,,20190408.0,8411600.0,,AVENIDA,MANOEL JOSE DAS NEVES,42,,CENTRO,58588000.0,PB,472.0,83.0,33061057.0,,,,,SECRETARIA.ACAOSOCIAL.COXIXOLA@GMAIL.COM,,,472.0,COXIXOLA
41829779000130,101004,41829779,41829779,0001,30,1.0,FMDCA,2.0,20130628.0,0.0,,,20130628.0,8411600.0,,RUA,EPITACIO PESSOA,363,,CENTRO,58680000.0,PB,2231.0,83.0,34632924.0,,,,,SMASTAPEROAPB@GMAIL.COM,,,2231.0,TAPEROA
41833049000102,50001,41833049,41833049,0001,02,1.0,FUNDO MUNICIPAL DE CULTURA DE CABEDELO,2.0,20201228.0,0.0,,,20201228.0,8412400.0,,RUA,CLETO CAMPELO,S/N,,CAMALAU,58100130.0,PB,1965.0,83.0,87375015.0,,,,,SECULT@CABEDELO.PB.GOV.BR,,,1965.0,CABEDELO
41842864000138,90201,41842864,41842864,0001,38,1.0,FMDCA,2.0,20150720.0,0.0,,,20150720.0,8411600.0,,RUA,PEDRO FEITOSA,32,,CENTRO,58520000.0,PB,2183.0,83.0,33512243,,,,,ESCRITORIOJSL@OUTLOOK.COM,,,2183.0,SAO JOAO DO TIGRE
41986248000150,50001,41986248,41986248,0001,50,1.0,FMDCA,2.0,20210312.0,0.0,,,20210312.0,8411600.0,,RUA,EXPEDICIONARIO LUIZ TENORIO LEAO,791,,CENTRO,58595000.0,PB,466.0,83.0,33071175,,,,,ACAOSOCIAL@CARAUBAS.PB.GOV.BR,,,466.0,CARAUBAS
42003838000189,10001,42003838,42003838,0001,89,1.0,FMDCA,2.0,20210512.0,0.0,,,20210512.0,8411600.0,,RUA,VEREADOR CICERO SOARES,SN,,CENTRO,58548000.0,PB,444.0,83.0,33050037.0,,,,,SMDSAMPAROPB@GMAIL.COM,,,444.0,AMPARO
42036443000182,50001,42036443,42036443,0001,82,1.0,FMDCA CASSERENGUE,2.0,20011231.0,0.0,,,20011231.0,8800600.0,,RUA,DURVAL DA COSTA LIRA,SN,,CENTRO,58238000.0,PB,468.0,83.0,98116587.0,83.0,36341146.0,,,PREFEITURA.CASSERENGUE@GMAIL.COM,,,468.0,CASSERENGUE
42059430000129,100001,42059430,42059430,0001,29,1.0,FMDCA SERRARIA,2.0,20041213.0,0.0,,,20041213.0,8800600.0,,PRACA,ANTONIO BENTO,93,,CENTRO,58395000.0,PB,2219.0,83.0,32751040.0,,,,,SASCRAS@GMAIL.COM,,,2219.0,SERRARIA
42135929000178,10001,42135929,42135929,0001,78,1.0,,2.0,20210112.0,0.0,,,20210112.0,8411600.0,,PRACA,3 DE MAIO,00,,CENTRO,58397000.0,PB,1921.0,83.0,33622288.0,,,,,PREFEITURADEAREIA@AREIA.PB.GOV.BR,,,1921.0,AREIA
42147031000110,50001,42147031,42147031,0001,10,1.0,FUMUDICA,2.0,20020401.0,0.0,,,20020401.0,8411600.0,,RUA,CAPITAO SILVINO XAVIER,1,,CENTRO,58730000.0,PB,1969.0,83.0,34531091.0,,,,,,,,1969.0,CACIMBA DE AREIA
42152060000170,10001,42152060,42152060,0001,70,1.0,,2.0,20190429.0,0.0,,,20190429.0,161099.0,,PRACA,3 DE MAIO,00,,CENTRO,58397000.0,PB,1921.0,83.0,33622288.0,,,,,PREFEITURADEAREIA@AREIA.PB.GOB.BR,,,1921.0,AREIA
42236150000149,301078,42236150,42236150,0001,49,1.0,PROCON,2.0,20201229.0,0.0,,,20201229.0,8411600.0,,PRACA,AV. MANOEL CABRAL,153,CASA  .,CENTRO,58135000.0,PB,2021.0,83.0,99064555.0,,,,,MAISAMAGALHAESADV@GMAIL.COM,,,2021.0,ESPERANCA
42236150000149,70001,42236150,42236150,0001,49,1.0,PROCON,2.0,20201229.0,0.0,,,20201229.0,8411600.0,,PRACA,AV. MANOEL CABRAL,153,CASA  .,CENTRO,58135000.0,PB,2021.0,83.0,99064555.0,,,,,MAISAMAGALHAESADV@GMAIL.COM,,,2021.0,ESPERANCA
42287865000120,10001,42287865,42287865,0001,20,1.0,,2.0,20071031.0,0.0,,,20071031.0,8411600.0,,RUA,EPITACIO PESSOA,SN,ANDAR PRIMEIRO SALA 2,CENTRO,58397000.0,PB,1921.0,83.0,33622288.0,,,,,PREFEITURADEAREIA@AREIA.PB.GOV.BR,,,1921.0,AREIA
42287880000179,10001,42287880,42287880,0001,79,1.0,,2.0,20071031.0,0.0,,,20071031.0,8411600.0,,PRACA,TRES DE MAIO,SN,ANDAR PRIMEIRO - SALA 01,CENTRO,58397000.0,PB,1921.0,83.0,33622288.0,,,,,PREFEITURADEAREIA@AREIA.PB.GOV.BR,,,1921.0,AREIA
42287891000159,10001,42287891,42287891,0001,59,1.0,,2.0,20071031.0,0.0,,,20071031.0,8411600.0,,RUA,EPITACIO PESSOA,SN,,CENTRO,58397000.0,PB,1921.0,83.0,33622288.0,,,,,PREFEITURADEAREIA@AREIA.PB.GOV.BR,,,1921.0,AREIA
42291415000101,10001,42291415,42291415,0001,01,1.0,,2.0,20071031.0,0.0,,,20071031.0,8411600.0,,PRACA,TRES DE MAIO,SN,ANDAR UM SALA  01,CENTRO,58397000.0,PB,1921.0,83.0,33622288.0,,,,,PREFEITURADEAREIA@AREIA.PB.GOV.BR,,,1921.0,AREIA
42324734000176,10001,42324734,42324734,0001,76,1.0,,2.0,20181209.0,0.0,,,20181209.0,8411600.0,,RUA,PB87 - SENTIDO AREIA - PILOES,SN,,ZONA RURAL,58397000.0,PB,1921.0,83.0,33622288.0,,,,,PREFEITURADEAREIA@AREIA.PB.GOV.BR,,,1921.0,AREIA
42410402000104,101014,42410402,42410402,0001,04,1.0,FMDCA,2.0,20060323.0,0.0,,,20060323.0,8411600.0,,RUA,JOSE VAZ DE MEDEIROS,SN,,CENTRO,58515000.0,PB,542.0,83.0,33031001.0,,,,,SECRETARIAASZABELEPB@GMAIL.COM,,,542.0,ZABELE
42422253003704,101015,42422253,42422253,0037,04,2.0,DATAPREV,2.0,20050903.0,0.0,,,19810331.0,6209100.0,,AVENIDA,GETULIO VARGAS,47,TERREO                    ANDAR 3 AO 12,CENTRO,58013240.0,PB,2051.0,21.0,35787735,21.0,35787161.0,21.0,35787925,jorge.almeida@dataprev.gov.br,,,2051.0,JOAO PESSOA
42427193000101,10001,42427193,42427193,0001,01,1.0,,2.0,19930101.0,0.0,,,19930101.0,8411600.0,,RUA,PEDRO AMERICO,76,,CENTRO,58397000.0,PB,1921.0,83.0,33622288.0,,,,,PREFEITURADEAREIA@AREIA.PB.GOV.BR,,,1921.0,AREIA
42616386000100,50001,42616386,42616386,0001,00,1.0,FMDCA,2.0,20051201.0,0.0,,,20051201.0,8411600.0,,RUA,NOMINANDO FIRMO,56,,CENTRO,58530000.0,PB,1979.0,83.0,33021013.0,,,,,SMASCAMALAUPB@GMAIL.COM,,,1979.0,CAMALAU
42671989000105,20001,42671989,42671989,0001,05,1.0,FMCA DE BREJO DO CRUZ PB,2.0,20071120.0,0.0,,,20071120.0,8411600.0,"8730199,8800600",RUA,SAO VICENTE DE PAULA,14,,CENTRO,58890000.0,PB,1957.0,83.0,34432291.0,,,,,SECASSISTENCIABREJO@GMAIL.COM,,,1957.0,BREJO DO CRUZ
42687694000127,20001,42687694,42687694,0001,27,1.0,FUNDO MUNICIPAL DE DIREITOS DO IDOSO,2.0,20210611.0,0.0,,,20210611.0,8411600.0,8430200,RUA,GETULIO VARGAS,S/N,SALA  DOS CONSELHOS,CENTRO,58188000.0,PB,452.0,83.0,87174957.0,83.0,88365345.0,,,CMDI.BARAUNAPB@HOTMAIL.COM,,,452.0,BARAUNA
42692233000142,90002,42692233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42768223000143,90001,42768223,42768223,0001,43,1.0,,2.0,20150417.0,0.0,,,20150417.0,8411600.0,,TRAVESSA,DR ARIOSVALDO RODRIGUES DA COSTA,77,,CENTRO,58280000.0,PB,2079.0,83.0,87535230.0,83.0,94002550.0,,,CAROL.NGALIMENTOS@GMAIL.COM,,,2079.0,MAMANGUAPE
42777527000177,90001,42777527,42777527,0001,77,1.0,,2.0,20210707.0,0.0,,,20210707.0,8411600.0,,RUA,ODOM BERNARDO NUNES,124,,CENTRO,58737000.0,PB,492.0,83.0,98165507.0,,,,,JYULYAN13@HOTMAIL.COM,,,492.0,MATUREIA
42818265000141,90101,42818265,42818265,0001,41,1.0,FUNDO MUNICIPAL DA INFANCIA E ADOLESCENCIA - FIA,2.0,20190408.0,0.0,,,20190408.0,8411600.0,,AVENIDA,29 DE ABRIL,96,,CENTRO,58978000.0,PB,512.0,83.0,81947341.0,,,,,FIASANTAINES@OUTLOOK.COM,,,512.0,SANTA INES
42867406000116,60001,42867406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42875490000110,100001,42875490,42875490,0001,10,1.0,,2.0,20170529.0,0.0,,,20170529.0,8411600.0,,RUA,RUA JOSE FRANCISCO DE ARAUJO,62,,CENTRO,58155000.0,PB,2223.0,83.0,33831459.0,,,,,CONTAPPB@HOTMAIL.COM,,,2223.0,SOLEDADE
42896249000177,90003,42896249,42896249,0001,77,1.0,FMI,2.0,20210604.0,0.0,,,20210604.0,8411600.0,,RUA,DR MANOEL ALVES,144,,CENTRO,58328000.0,PB,2125.0,81.0,92327566.0,,,,,ADVRAYSANTOS1@GMAIL.COM,,,2125.0,PEDRAS DE FOGO
42900405000126,101004,42900405,42900405,0001,26,1.0,FMDI,2.0,20100701.0,0.0,,,20100701.0,8411600.0,,RUA,EPITACIO PESSOA,363,,CENTRO,58680000.0,PB,2231.0,83.0,34632924.0,,,,,SMASTAPEROAPB@GMAIL.COM,,,2231.0,TAPEROA
42913850000120,100001,42913850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42966194000124,70001,42966194,42966194,0001,24,1.0,FIA DONA INES/PB,2.0,20150327.0,0.0,,,20150327.0,8411600.0,,AVENIDA,MAJOR AUGUSTO BEZERRA,2,,CENTRO,58228000.0,PB,2015.0,83.0,33771096.0,,,,,SOCIAL@PMDONAINES.PB.GOV.BR,,,2015.0,DONA INES
42973557000159,90201,42973557,42973557,0001,59,1.0,FMDCA,2.0,19970630.0,0.0,,,19970630.0,8411600.0,,RUA,SEVERINO TEOTONIO,129,,CENTRO,58795000.0,PB,2173.0,83.0,34851226.0,,,,,STHEPSON@GMAIL.COM,,,2173.0,SANTANA DOS GARROTES
43000519000182,90201,43000519,43000519,0001,82,1.0,FIA - FUNDO MUNICIPAL DA INFANCIA E JUVENTUDE,2.0,20030612.0,0.0,,,20030612.0,8411600.0,,RUA,JOSE ALVES DE MELO,SN,,CENTRO,58853000.0,PB,522.0,83.0,81244956.0,,,,,SECSOCIALSD@GMAIL.COM,,,522.0,SAO DOMINGOS
43060972000184,60001,43060972,43060972,0001,84,1.0,FMDCA,2.0,20150418.0,0.0,,,20150418.0,8411600.0,,RUA,JOAO QUEIROGA,32,,CENTRO,58455000.0,PB,470.0,83.0,87186391.0,,,,,SEMASCATURITE@GMAIL.COM,,,470.0,CATURITE
43095352000180,90001,43095352,43095352,0001,80,1.0,,2.0,20210722.0,0.0,,,20210722.0,8411600.0,,RUA,SAO BERNARDO,SN,,CENTRO,58250000.0,PB,2065.0,83.0,32631046.0,,,,,CONTROLEINTERNO@LAGOADEDENTRO.PB.GOV.BR,,,2065.0,LAGOA DE DENTRO
